date,crime_type,state,Primary Category,Secondary Category,Months Difference
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-07-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,173
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-09-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,171
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-09-01,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,California,Violent Crimes,ASSAULT,171
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY ON A FIREFIGHTER,California,Violent Crimes,BATTERY,170
2010-10-01,BATTERY ON A FIREFIGHTER,California,Violent Crimes,BATTERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"RAPE, ATTEMPTED",California,Sexual Offenses,RAPE,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,"RAPE, ATTEMPTED",California,Sexual Offenses,RAPE,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ARSON,California,Miscellaneous Crimes,ARSON,170
2010-10-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,170
2010-09-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,171
2010-09-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,171
2010-09-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,171
2010-09-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,171
2010-10-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"RAPE, ATTEMPTED",California,Sexual Offenses,RAPE,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-09-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,171
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,"RAPE, ATTEMPTED",California,Sexual Offenses,RAPE,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,KIDNAPPING,California,Violent Crimes,KIDNAPPING,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,ARSON,California,Miscellaneous Crimes,ARSON,170
2010-10-01,"RAPE, ATTEMPTED",California,Sexual Offenses,RAPE,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-10-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
